Segment,Age,AGENT_FIRST_NAME,AGENT_LAST_NAME,AGENT_DOB,row_count,NPN,LICENSE_NUMBER,LICENSE_TYPE,BROKERDEALER_NAME,QUALIFICATION,CITY,STATE_REGISTERED_ARRAY,NUM_STATE_REGISTERED,EDUCATION,GENDER,HOUSE_OWNERSHIP,MAPPED_CUST_ID,MARITAL_STATUS,NO_OF_CHILDRENS,NO_OF_DEPENDENTS,OCCUPATION,POSTAL_CODE,PURCHASE_HABITS_APPAREL,PURCHASE_HABITS_COMPUTERS,PURCHASE_HABITS_FITNESS,PURCHASE_HABITS_OTHERS,PURCHASE_HABITS_TRAVEL,max,REPCRD,BDFIRMCRD,INDEPENDENT_CONTRACTOR_FLAG,AUM_SELFREPORTED,AGENT_TENURE,NO_OF_UNIQUE_POLICIES_SOLD_LAST_12_MONTHS,label,NPS_FEEDBACK,NPS_SCORE,AGENT_ID,MEMBERSHIP_STATUS_DATE,AGENT_MEMBERSHIP_PROGRAM_STATUS,CHANNEL,COMPLAINTS_LAST_12_MONTHS,COMPLAINT_CATEGORY,PREMIUM_AMOUNT
Independent Agents,54,JAMIE,KOZLOWSKI,33436800000,1,8285196,1295354,General Lines Agent,"[""Highstreet Insurance Partners""]","Life, Accident, Health & HMO",BENBROOK,"[""VA"",""NE""]",2,ASSOCIATE,M,MORTGAGE,30876220904,DIVORCED,2,1,MANAGER,76132,1,0,0,0,1,state,797789,90664,,4956335,3.2,5,Promoter,Love the mobile app for managing my policies on the go.,9,30876220904,1663027200000,Visited,Search,8,Billing,6411
Independent Agents,64,BARBARA,ALLEN,-278380800000,1,8298492,1640683,General Lines Agent,"[""Kapnick Insurance Group""]","Life, Accident, Health & HMO",WINTER PARK,"[""LA"",""IA"",""OK"",""AR""]",4,HIGH_SCHOOL,F,OWN,30897561057,MARRIED,2,0,SERVICE,32789,0,0,0,0,1,state,820746,64897,,3805444,19.9,6,Promoter,Their COVID-19 coverage is extensive and provided me peace of mind.,9,30897561057,1685577600000,Visited,Web Content,11,Billing,8745
Independent Agents,59,BARBARA,ALLEN,-136684800000,1,1124655,717260,General Lines Agent,"[""King Risk Partners""]","Life, Accident, Health & HMO",SOUR LAKE,"[""DC"",""SD"",""ID"",""CO""]",4,HIGH_SCHOOL,F,OWN,30897561057,MARRIED,2,0,SERVICE,77659,0,0,0,0,1,state,357829,54287,1,0,14.5,6,Promoter,Their COVID-19 coverage is extensive and provided me peace of mind.,9,30897561057,1685577600000,Visited,Web Content,11,Billing,5779
Independent Agents,36,BARBARA,ALLEN,589334400000,1,20440811,2887918,General Lines Agent,"[""Rich & Cartmill Inc.""]","Life, Accident, Health & HMO",ROWLETT,"[""SD"",""OR"",""FL""]",3,HIGH_SCHOOL,M,OWN,30897561057,MARRIED,2,0,SERVICE,75089,0,0,0,0,1,state,587797,65036,,0,10.2,6,Promoter,Their COVID-19 coverage is extensive and provided me peace of mind.,9,30897561057,1685577600000,Visited,Web Content,11,Billing,9076
Independent Agents,33,BARBARA,ALLEN,701913600000,1,4569121,1439877,Adjuster,"[""Inszone Insurance""]",Adjuster - P&C,OLATHE,"[""OH"",""AR"",""CT""]",3,HIGH_SCHOOL,M,OWN,30897561057,MARRIED,2,0,SERVICE,660617064,0,0,0,0,1,state,359866,82624,,0,13.6,6,Promoter,Their COVID-19 coverage is extensive and provided me peace of mind.,9,30897561057,1685577600000,Visited,Web Content,11,Billing,6349
Independent Agents,36,ISEN,BUNTZ,613094400000,1,21442945,3309739,General Lines Agent,"[""Rich & Cartmill Inc.""]","Life, Accident, Health & HMO",GLENDALE,"[""VT""]",1,ASSOCIATE,F,OWN,30932435330,SINGLE,1,2,SERVICE,85308,0,0,1,1,1,state,829182,59442,,3756976,7.1,3,Detractor,No update provided despite sending all relevant documents.,1,30932435330,1745539200000,Attended,Paid Social,0,,3877
Independent Agents,66,IKEOKWU,ONUOHA,-350438400000,1,21234557,3193826,Adjuster,"[""Kapnick Insurance Group""]",Adjuster - All Lines,MCKINNEY,"[""CA"",""NJ"",""CO"",""MD""]",4,BACHELOR,M,OTHER,30947068826,SINGLE,0,4,AGENT,75071,0,0,0,0,1,state,149625,81494,,0,19.1,9,Detractor,I was misinformed about coverage exclusions during the sales process.,4,30947068826,1666224000000,Sent,Multichannel Initiative,5,Billing,2884
Independent Agents,57,ELIZABETH,SILVA,-57369600000,1,14564730,1580929,General Lines Agent,"[""AIS Insurance""]",Property and Casualty,LOCKHART,"[""TX""]",1,BACHELOR,M,MORTGAGE,30998277381,SINGLE,1,4,BROKER,786442740,1,1,1,0,1,state,639110,25592,,2465734,3.7,3,Promoter,Easy premium payments and transparent policy terms.,10,30998277381,1758326400000,Visited,Search,6,Sales,6041
Independent Agents,56,DAVID,KISELAK,-29721600000,1,20406533,2872800,Life Agent,"[""Hylant""]",Life Agent/Agency,CARROLLTON,"[""MT"",""VT"",""TN""]",3,MASTER,M,RENT,31053268139,WIDOWED,2,2,MANAGER,75010,0,0,0,0,0,state,103103,64984,,3350987,0.8,9,Promoter,"My agent was very patient in answering all my questions, thank you!",10,31053268139,1657238400000,Visited,Paid Social,0,,6577
Independent Agents,26,OLIVIA,CRUZ,905472000000,1,19207131,2865358,Pers Lines Prop and Cas Agent,"[""The MJ Companies""]",Personal Lines Prop and Cas,LAKELAND,"[""MO""]",1,ASSOCIATE,M,OWN,31170745745,SINGLE,3,0,ADJUSTER,33811,1,0,1,1,1,state,702334,47722,,20298878,2.7,0,Passive,Premiums are about what I expected compared to other insurers.,8,31170745745,1684627200000,Sent,Search,6,Service,4191
Independent Agents,60,ISAIAH,MATTOX,-151372800000,1,21146469,3165071,General Lines Agent,"[""Highstreet Insurance Partners""]","Life, Accident, Health & HMO",WESLEY CHAPEL,"[""WV"",""AK"",""SD""]",3,DOCTORATE,M,MORTGAGE,31234960070,WIDOWED,3,2,CONSULTANT,33544,0,1,0,0,1,state,311201,31833,1,2230369,16,6,Detractor,Premiums increase without transparent explanations each year.,1,31234960070,1708214400000,Visited,Multichannel Initiative,9,Billing,3363
Independent Agents,34,SHANNON,BRADSHAW,657590400000,1,5943332,2645665,General Lines Agent,"[""Home Services Insurance""]",Property and Casualty,MADISON,"[""MS"",""WA"",""ND"",""UT""]",4,ASSOCIATE,M,OTHER,31253725548,WIDOWED,0,4,ADJUSTER,371153421,0,0,1,0,1,state,418777,32466,,5955721,5.3,14,Passive,Premiums are about what I expected compared to other insurers.,8,31253725548,1762819200000,Visited,Search,4,Sales,4915
Independent Agents,31,KAYLA,ARMSTRONG,759456000000,1,18488335,2970151,Adjuster,"[""HUB International Ltd.""]",Adjuster - All Lines,ROSHARON,"[""TN"",""ND"",""AZ"",""AL""]",4,ASSOCIATE,M,RENT,31296477888,MARRIED,2,4,MANAGER,77583,0,1,1,1,1,state,554496,29749,1,0,15.3,12,Promoter,Helpful reminders about pending renewals and upcoming payments.,10,31296477888,1764806400000,Visited,Search,7,Website,5916
Independent Agents,55,AMANDA,TAYLOR,-10713600000,1,21263437,3211862,General Lines Agent,"[""Lawley Insurance""]","Life, Accident, Health & HMO",BELCAMP,"[""NM"",""NY"",""CA"",""WY""]",4,HIGH_SCHOOL,M,OTHER,31346147664,MARRIED,3,3,BROKER,21017,0,0,1,0,1,state,833562,43510,,6586544,18.6,4,Promoter,The online support chat is responsive and helped me update my beneficiaries in minutes.,10,31346147664,1720483200000,Clicked,Direct Mail,8,Sales,6144
Independent Agents,28,KASSADY,WRIGHT-MYERS,842572800000,1,20865102,3073009,Adjuster,"[""BancFirst Insurance Services Inc.""]",Adjuster - All Lines,ABILENE,"[""KY"",""IN""]",2,DOCTORATE,M,MORTGAGE,31368386457,WIDOWED,0,2,CONSULTANT,796065997,1,1,0,0,0,state,268972,57200,1,0,18.9,2,Detractor,Have to chase the company for every small update.,1,31368386457,1739232000000,Visited,Direct Mail,0,,4295
Independent Agents,36,CAROL,CARLTON,595123200000,1,7243767,2252975,Adjuster,"[""Home Services Insurance""]",Adjuster - P&C,SHAWNEE MISSION,"[""SD"",""IN"",""NE"",""ID""]",4,DOCTORATE,F,OWN,31417142882,WIDOWED,2,1,SERVICE,662011405,0,0,0,0,0,state,230269,18068,1,1643414,6,0,Passive,Denied my hospitalization claim without sufficient reason.,5,31417142882,1666483200000,Sent,Paid Social,11,Claims,4908
Independent Agents,28,TAMMY,ROARK,848707200000,1,16496593,1770490,Adjuster - DHS Texas,"[""Atlas Insurance Agency""]",Adjuster - All Lines DHS TX,COLE CAMP,"[""MN"",""DE"",""MS"",""RI""]",4,BACHELOR,F,OWN,31423106293,DIVORCED,0,4,MANAGER,65325,0,1,0,1,1,state,293233,99994,,0,17.9,2,Passive,Claims process is tedious and paperwork-heavy.,5,31423106293,1684281600000,Visited,Multichannel Initiative,0,,4856
Independent Agents,46,TEESHA,KRANDALL,298771200000,1,19483365,2776364,Adjuster,"[""Cross Insurance""]",Adjuster - All Lines,COLUMBUS,"[""VT"",""DC"",""ME"",""CT""]",4,DOCTORATE,M,RENT,31428822808,WIDOWED,0,3,CONSULTANT,43215,0,0,0,0,0,state,680344,72795,,5473885,3.7,14,Passive,"They do what they are supposed to – nothing more, nothing less.",8,31428822808,1689206400000,Visited,Multichannel Initiative,3,Service,10208
Independent Agents,26,KRISTIE,SIEGMAN,918864000000,1,21004361,3134526,Pers Lines Prop and Cas Agent,"[""HUB International Ltd.""]",Personal Lines Prop and Cas,CARMEL,"[""AZ"",""TX"",""MI"",""IN""]",4,ASSOCIATE,M,OTHER,31461522503,DIVORCED,0,2,ADJUSTER,46290,1,1,1,1,0,state,505969,53945,1,24769279,9.3,12,Passive,"No major complaints, but nothing stands out as excellent either.",7,31461522503,1624752000000,Clicked,Web Content,2,Billing,4371
Independent Agents,48,MARIA,LAU,219024000000,1,19904079,3061414,General Lines Agent,"[""Lockton""]","Life, Accident, Health & HMO",SACRAMENTO,"[""HI""]",1,ASSOCIATE,M,OWN,31477641288,WIDOWED,3,4,CONSULTANT,95816,1,1,1,0,0,state,772524,20197,,2923748,16.9,1,Promoter,Helpful reminders about pending renewals and upcoming payments.,10,31477641288,1750809600000,Visited,Web Content,12,Policy,6216
Independent Agents,49,LINHUA,DRISCOLL,185328000000,1,19180363,2410015,General Lines Agent,"[""Alera Group""]","Life, Accident, Health & HMO",BEE CAVE,"[""ID"",""NE"",""GA""]",3,BACHELOR,M,RENT,31490012354,WIDOWED,2,0,ADJUSTER,787386316,1,0,0,0,0,state,687429,26578,,0,12.8,6,Detractor,Coverage for pre-existing conditions turned out to be minimal.,1,31490012354,1698105600000,Visited,Referral,0,,5967
Independent Agents,60,HUNTER,HAYWOOD,-156297600000,1,18093311,2765409,Life Agent,"[""Robertson Ryan Insurance""]",Life Agent/Agency,WAVERLY,"[""AL"",""NH"",""WI""]",3,DOCTORATE,F,OWN,31540766874,DIVORCED,3,4,AGENT,238903513,0,1,0,0,1,state,279688,30701,,3900525,5.5,6,Detractor,Claims process is confusing and took too long.,2,31540766874,1763078400000,Registered,Referral,6,Claims,3389
Independent Agents,64,DANIEL,JALOMOS,-268617600000,1,18093038,3197861,Pers Lines Prop and Cas Agent,"[""Towne Insurance""]",Personal Lines Prop and Cas,SAN ANTONIO,"[""OK"",""ID""]",2,DOCTORATE,F,RENT,31610652966,WIDOWED,0,4,AGENT,78254,1,0,1,0,1,state,325273,87479,1,0,7.2,7,Passive,Claim payout took over three months after countless follow-ups.,5,31610652966,1724284800000,Registered,Web Content,4,Policy,3933
Emerging Experts,48,STASH,VELLER,240364800000,1,7273506,1269503,General Lines Agent,"[""Energy Insurance Agency""]","Life, Accident, Health & HMO",NORTH RICHLAND HILLS,"[""NY""]",1,DOCTORATE,F,OWN,31635999158,MARRIED,3,3,AGENT,761822510,1,0,1,1,1,state,505002,23533,,4700590,6.3,2,Passive,"Overall okay, but there’s room to improve response times.",8,31635999158,1707955200000,Visited,Referral,0,,4564
Independent Agents,34,GREGORIO,MACHADO,654739200000,1,20022098,2810706,Pers Lines Prop and Cas Agent,"[""Swingle Collins & Associates Inc.""]",Personal Lines Prop and Cas,TRAVERSE CITY,"[""PA"",""CT"",""GA"",""MA""]",4,MASTER,M,OTHER,31678705043,WIDOWED,3,1,ADJUSTER,496850087,0,1,0,1,0,state,207937,23495,,0,3,13,Promoter,Love the mobile app for managing my policies on the go.,10,31678705043,1707177600000,Sent,Web Content,11,Service,6298
Independent Agents,55,KENDRA,HAYMER,7084800000,1,20767845,3027520,Adjuster,"[""Home Services Insurance""]",Adjuster - P&C,SHAWNEE MISSION,"[""ID"",""MA"",""AL""]",3,BACHELOR,M,RENT,31708533717,WIDOWED,1,4,SERVICE,66201,1,0,0,1,0,state,100587,38048,1,0,14.8,6,Detractor,Coverage for pre-existing conditions turned out to be minimal.,3,31708533717,1741564800000,Registered,Search,8,Policy,4453
Independent Agents,32,COLLIN,GOSSETT,741052800000,1,21477498,3294737,General Lines Agent,"[""OneGroup NY Inc.""]",Property and Casualty,SAN ANGELO,"[""GA""]",1,MASTER,F,RENT,31711663534,SINGLE,2,3,AGENT,76904,0,1,1,0,0,state,119541,21816,1,7179187,1.4,6,Promoter,Highly recommended for their knowledgeable agents and flexible policy options!,9,31711663534,1742688000000,Clicked,Event,12,Policy,5743
Emerging Experts,47,GARY,MARSON,259027200000,1,19576380,2558652,Adjuster,"[""Reliance Partners""]",Adjuster - All Lines,CHIEFLAND,"[""KS"",""OR"",""DE"",""ND""]",4,DOCTORATE,F,RENT,31716027089,MARRIED,0,0,SERVICE,32626,1,0,0,0,1,state,705101,50235,,2982360,5.3,9,Passive,Most interactions have been average – neither notably good nor bad.,7,31716027089,1732406400000,Visited,Referral,3,Billing,10960
Independent Agents,35,SCOTT,HOY,630806400000,1,1244692,848343,General Lines Agent,"[""Hilb Group""]",Property and Casualty,LEAWOOD,"[""FL""]",1,HIGH_SCHOOL,F,RENT,31812602522,SINGLE,1,1,SERVICE,662243827,1,1,1,0,0,state,601817,99131,1,4136519,19.9,5,Promoter,"Exceptional customer service, prompt claim processing, and affordable premiums.",10,31812602522,1571875200000,Attended,Email Nurture,1,Website,5735
Independent Agents,35,DYLAN,COSTANZA,647222400000,1,19027538,2783032,General Lines Agent,"[""Atlas Insurance Agency""]","Life, Accident, Health & HMO",DELRAY BEACH,"[""HI"",""MD"",""NV"",""WI""]",4,BACHELOR,F,RENT,31823038300,WIDOWED,1,0,SERVICE,334466000,0,1,1,1,1,state,250318,58416,,8566622,15.7,6,Detractor,Have to chase the company for every small update.,1,31823038300,1732147200000,Clicked,Email Nurture,8,Policy,8487
Independent Agents,45,CHERYL,MESHACK,305769600000,1,5333448,1107639,Adjuster,"[""Turner Surety & Insurance Brokerage""]",Adjuster - P&C,RICHARDSON,"[""LA"",""CA"",""DE""]",3,BACHELOR,F,OWN,31859216250,WIDOWED,1,3,AGENT,750824412,0,1,0,0,0,state,858755,23737,,0,18.9,5,Detractor,Difficult to get in touch with anyone after filing a claim.,0,31859216250,1639353600000,Visited,Referral,0,,3682
Comfortable retirees,66,KRISTINE,DONELSON,-329616000000,1,20642332,3172070,Adjuster,"[""The Plastridge Agency Inc.""]",Adjuster - All Lines,BOSTON,"[""CO""]",1,HIGH_SCHOOL,N,RENT,31869354470,DIVORCED,3,3,SERVICE,021165066,1,1,1,1,0,state,868194,78982,1,4216498,0.9,7,Promoter,"The policy covers all my needs, and I appreciate the transparent communication.",9,31869354470,1746835200000,Sent,Search,4,Claims,6123
Independent Agents,31,MELVIN,TEGGE,763948800000,1,6811140,1122012,General Lines Agent,"[""Hylant""]",Property and Casualty,NEDERLAND,"[""NM"",""RI"",""PA"",""MD""]",4,DOCTORATE,F,MORTGAGE,31880235331,MARRIED,2,4,ADJUSTER,776271571,0,1,0,0,0,state,392050,16287,,0,16.6,5,Promoter,Great experience for life insurance claim lodgement.,10,31880235331,1739318400000,Sent,Web Content,4,Sales,6855
Independent Agents,31,MARIA,MCHUGH,749865600000,1,3298586,1382153,General Lines Agent,"[""HUB International Ltd.""]","Life, Accident, Health & HMO",NEW YORK,"[""TN""]",1,BACHELOR,F,OWN,31890770688,DIVORCED,3,0,SERVICE,100287942,1,0,1,0,0,state,433283,17234,1,8862205,9.6,9,Promoter,Highly recommended for their knowledgeable agents and flexible policy options!,10,31890770688,1654473600000,Clicked,Web Content,0,,6826
Emerging Experts,41,KEITH,BARTLETT,455155200000,1,7368990,1191025,General Lines Agent,"[""Signers National LLC""]",Property and Casualty,MELISSA,"[""HI"",""WA""]",2,ASSOCIATE,F,OTHER,31923686482,DIVORCED,2,0,BROKER,754542458,0,1,0,0,1,state,483370,60226,,46254698,6.4,14,Promoter,Premium discounts help us save each year. Very satisfied!,10,31923686482,1761436800000,Visited,Search,0,,5587
Independent Agents,51,APRYL,FREENEY,139449600000,1,21056224,3208133,General Lines Agent,"[""AssuredPartners""]","Life, Accident, Health & HMO",HUNTSVILLE,"[""ME"",""DE"",""NH"",""AK""]",4,HIGH_SCHOOL,M,OWN,32039102929,DIVORCED,3,2,AGENT,77320,0,0,0,1,0,state,606887,23050,1,7126629,9.8,6,Detractor,Premiums increase without transparent explanations each year.,3,32039102929,1695254400000,Visited,Web Content,4,Billing,3805
Emerging Experts,45,CRAIG,STRAUBE,307324800000,1,8755683,1379717,General Lines Agent,"[""Hilb Group""]",Property and Casualty,LAKEWAY,"[""IL"",""AL"",""NJ""]",3,MASTER,F,RENT,32060039421,MARRIED,0,3,ADJUSTER,787343922,1,1,0,0,1,state,415786,22846,1,0,6.3,16,Promoter,The online support chat is responsive and helped me update my beneficiaries in minutes.,9,32060039421,1721865600000,Attended,Multichannel Initiative,8,Sales,6306
Independent Agents,59,MEAGHAN,PAYTON,-124848000000,1,20807365,3077639,Life Agent,"[""King Risk Partners""]",Life Agent/Agency,COLORADO SPRINGS,"[""CT"",""ID"",""GA"",""SC""]",4,MASTER,F,OWN,32076528642,MARRIED,1,2,BROKER,80917,1,0,0,0,1,state,221498,59586,,6662413,4.3,6,Detractor,Difficult to get in touch with anyone after filing a claim.,2,32076528642,1730592000000,Visited,Web Content,12,Claims,3691
Independent Agents,62,WILLIAM,STRACHAN,-202867200000,1,2360503,998629,General Lines Agent,"[""TWFG""]","Life, Accident, Health & HMO",MANASSAS,"[""CA"",""VA"",""ME"",""KS""]",4,ASSOCIATE,M,OWN,32153082087,DIVORCED,2,0,CONSULTANT,201097912,0,0,0,1,0,state,501490,56627,,4226295,4.7,10,Promoter,Love the mobile app for managing my policies on the go.,10,32153082087,1724803200000,Visited,Referral,8,Sales,5910
Independent Agents,36,LUM,TCHI,588556800000,1,21126145,3154864,Life Agent,"[""Starkweather & Shepley Insurance Brokerage Inc.""]",Life Agent/Agency,FULSHEAR,"[""MI""]",1,BACHELOR,N,OTHER,32196320976,SINGLE,2,1,BROKER,774412282,0,1,0,0,1,state,589708,63635,,38358036,8,14,Passive,"My questions were answered, but agent was a bit formal.",8,32196320976,1732233600000,Sent,Search,2,Website,4466
Independent Agents,60,KETURAH,MICHAEL,-153878400000,1,21468985,3292032,Adjuster,"[""CCIG""]",Adjuster - All Lines,CYPRESS,"[""MI"",""NV"",""ND"",""WA""]",4,MASTER,M,RENT,32204824151,WIDOWED,0,0,MANAGER,774296300,1,1,0,0,1,state,699676,80029,1,8280271,8.9,14,Passive,"Decent options for add-ons, though plan features could be clearer.",8,32204824151,1533081600000,Clicked,Email Non Nurture,2,Service,9094
Comfortable retirees,61,CYNTHIA,CAVAZOS,-187056000000,1,12950621,1549749,Life Agent,"[""Moody Insurance Agency Inc.""]",Life Agent/Agency,ALTON,"[""MI"",""AK"",""NY""]",3,MASTER,M,MORTGAGE,32292926181,MARRIED,3,1,CONSULTANT,78573,1,1,1,0,0,state,541817,15610,1,14677532,4.7,12,Promoter,Great experience for life insurance claim lodgement.,10,32292926181,1574294400000,Sent,Multichannel Initiative,0,,5987
Independent Agents,55,CYNTHIA,CAVAZOS,-5961600000,1,782352,1003662,General Lines Agent,"[""CCIG""]","Life, Accident, Health & HMO",SAN ANTONIO,"[""TN""]",1,MASTER,F,MORTGAGE,32292926181,MARRIED,3,1,CONSULTANT,782302898,1,1,1,0,0,state,156791,77716,1,2650894,9.8,12,Promoter,Great experience for life insurance claim lodgement.,10,32292926181,1574294400000,Sent,Multichannel Initiative,0,,5334
Independent Agents,28,CYNTHIA,CAVAZOS,846028800000,1,17267906,1938215,General Lines Agent,"[""NavSav Insurance""]","Life, Accident, Health & HMO",MCALLEN,"[""MO"",""VA""]",2,MASTER,M,MORTGAGE,32292926181,MARRIED,3,1,CONSULTANT,78501,1,1,1,0,0,state,296706,59230,1,2485011,19.7,12,Promoter,Great experience for life insurance claim lodgement.,10,32292926181,1574294400000,Sent,Multichannel Initiative,0,,8172
Independent Agents,46,JOHN,NIXON,285465600000,1,5428955,1445356,General Lines Agent,"[""Patriot Growth Insurance Services LLC""]",Property and Casualty,BOSTON,"[""KY""]",1,DOCTORATE,M,OWN,32341760905,SINGLE,2,1,AGENT,021102629,1,1,0,1,0,state,668858,11555,1,0,15.5,13,Passive,Received generic responses on email but issues were eventually resolved.,8,32341760905,1712275200000,Visited,Search,8,Claims,4233
Independent Agents,25,SOHINI,DUTTA,937526400000,1,20329891,2856378,General Lines Agent,"[""TRICOR Insurance""]","Life, Accident, Health & HMO",ELGIN,"[""MN""]",1,DOCTORATE,M,OTHER,32369287905,SINGLE,1,3,MANAGER,601244355,0,1,1,1,0,state,601164,24525,1,36698669,14.9,19,Promoter,Easy premium payments and transparent policy terms.,9,32369287905,1746835200000,Visited,Referral,10,Billing,5953
Independent Agents,52,MARIO,CASTRO,97977600000,1,21186606,3180043,Life Agent,"[""HUB International Ltd.""]",Life Agent/Agency,HOUSTON,"[""OH"",""ID"",""MT"",""KY""]",4,HIGH_SCHOOL,M,RENT,32377769691,MARRIED,0,3,SERVICE,77048,1,0,0,0,0,state,439939,53992,1,0,11.8,6,Detractor,Very high deductibles and complicated claim filing steps.,1,32377769691,1691971200000,Visited,Paid Social,10,Website,4052
Independent Agents,42,ADRIAENNE,YOUNGBLOOD,399254400000,1,20799719,3332667,Adjuster,"[""Accession Risk Management Group""]",Adjuster - P&C,SAN ANTONIO,"[""LA"",""TN""]",2,MASTER,M,OWN,32380848543,DIVORCED,1,0,BROKER,782880001,1,1,1,0,0,state,188764,77771,1,22758145,15.2,6,Detractor,Website is confusing and lacks important policy details.,4,32380848543,1632700800000,Registered,Email Nurture,6,Sales,3653
Emerging Experts,48,KATHERINE,JOHNSTON,239328000000,1,17747739,2047412,Pers Lines Prop and Cas Agent,"[""Huntington Insurance""]",Personal Lines Prop and Cas,GETZVILLE,"[""IL"",""NJ""]",2,BACHELOR,M,OWN,32384829024,DIVORCED,1,3,ADJUSTER,14068,1,1,1,1,1,state,791445,74024,,1731720,7.5,6,Detractor,Website is confusing and lacks important policy details.,0,32384829024,1761955200000,Registered,Search,10,Website,3812
Independent Agents,39,DESTINY,LOCKETTE,508896000000,1,21245267,3200739,General Lines Agent,"[""TIS Insurance Services Inc.""]","Life, Accident, Health & HMO",CHICAGO,"[""NV"",""CO"",""AL"",""NM""]",4,DOCTORATE,F,OTHER,32509009633,WIDOWED,2,2,BROKER,60606,1,1,0,1,0,state,396092,10930,,23808043,9.8,6,Detractor,Difficult to get in touch with anyone after filing a claim.,2,32509009633,1726358400000,Visited,Referral,10,Website,3859
Independent Agents,50,JACOB,MESSER,173491200000,1,19999875,3246114,General Lines Agent,"[""Patriot Growth Insurance Services LLC""]","Life, Accident, Health & HMO",O FALLON,"[""WA""]",1,DOCTORATE,F,MORTGAGE,32520923388,MARRIED,0,0,SERVICE,622691959,1,1,0,1,0,state,350002,74550,,33247357,4.7,9,Detractor,Unexpected policy lapses due to hidden rules.,4,32520923388,1750896000000,Visited,Web Content,0,,4467
